2023-12-24 21:59:10.218|INFO |monitor-mailservice|3932||c.a.d.c.l.LoggerFactory  |?   |using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2023-12-24 21:59:11.253|INFO |monitor-mailservice|3932||o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker|330 |Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-12-24 21:59:11.592|INFO |monitor-mailservice|3932||o.s.b.w.e.t.TomcatWebServer|90  |Tomcat initialized with port(s): 9004 (http)
2023-12-24 21:59:11.606|INFO |monitor-mailservice|3932||o.a.c.h.Http11NioProtocol|173 |Initializing ProtocolHandler ["http-nio-9004"]
2023-12-24 21:59:11.615|INFO |monitor-mailservice|3932||o.a.c.c.StandardService  |173 |Starting service [Tomcat]
2023-12-24 21:59:11.615|INFO |monitor-mailservice|3932||o.a.c.c.StandardEngine   |173 |Starting Servlet Engine: Apache Tomcat/9.0.13
2023-12-24 21:59:11.617|INFO |monitor-mailservice|3932||o.a.c.c.AprLifecycleListener|173 |Loaded APR based Apache Tomcat Native library [1.2.33] using APR version [1.7.0].
2023-12-24 21:59:11.618|INFO |monitor-mailservice|3932||o.a.c.c.AprLifecycleListener|173 |APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2023-12-24 21:59:11.618|INFO |monitor-mailservice|3932||o.a.c.c.AprLifecycleListener|173 |APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-12-24 21:59:11.621|INFO |monitor-mailservice|3932||o.a.c.c.AprLifecycleListener|173 |OpenSSL successfully initialized [OpenSSL 1.1.1o  3 May 2022]
2023-12-24 21:59:11.697|INFO |monitor-mailservice|3932||o.a.c.c.C.[.[.[/]        |173 |Initializing Spring embedded WebApplicationContext
2023-12-24 21:59:11.697|INFO |monitor-mailservice|3932||o.s.w.c.ContextLoader    |296 |Root WebApplicationContext: initialization completed in 1206 ms
2023-12-24 21:59:11.781|INFO |monitor-mailservice|3932||c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor|85  |The properties of bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] have been binding by prefix of configuration properties : dubbo.application
2023-12-24 21:59:11.785|INFO |monitor-mailservice|3932||c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor|85  |The properties of bean [name : com.alibaba.dubbo.config.RegistryConfig#0] have been binding by prefix of configuration properties : dubbo.registry
2023-12-24 21:59:11.789|INFO |monitor-mailservice|3932||c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor|85  |The properties of bean [name : com.alibaba.dubbo.config.ProtocolConfig#0] have been binding by prefix of configuration properties : dubbo.protocol
2023-12-24 21:59:12.027|INFO |monitor-mailservice|3932||o.s.s.c.ThreadPoolTaskExecutor|171 |Initializing ExecutorService 'applicationTaskExecutor'
2023-12-24 21:59:13.313|INFO |monitor-mailservice|3932||c.a.d.c.AbstractConfig   |121 | [DUBBO] The service ready on spring started. service: com.zr.mailmonitor.service.MailService, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.394|INFO |monitor-mailservice|3932||c.a.d.c.AbstractConfig   |532 | [DUBBO] Export dubbo service com.zr.mailmonitor.service.MailService to local registry, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.395|INFO |monitor-mailservice|3932||c.a.d.c.AbstractConfig   |491 | [DUBBO] Export dubbo service com.zr.mailmonitor.service.MailService to url dubbo://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&bind.ip=10.85.1.32&bind.port=20883&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.395|INFO |monitor-mailservice|3932||c.a.d.c.AbstractConfig   |501 | [DUBBO] Register dubbo service com.zr.mailmonitor.service.MailService url dubbo://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&bind.ip=10.85.1.32&bind.port=20883&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323 to registry registry://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-mailservice-provider&dubbo=2.6.2&pid=3932&registry=zookeeper&timestamp=1703426353318, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.494|INFO |monitor-mailservice|3932||c.a.d.r.t.AbstractServer |65  | [DUBBO] Start NettyServer bind /0.0.0.0:20883, export /10.85.1.32:20883, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.506|INFO |monitor-mailservice|3932||c.a.d.r.z.ZookeeperRegistry|200 | [DUBBO] Load registry store file C:\Users\Kane\.dubbo\dubbo-registry-monitor-mailservice-provider-127.0.0.1:2181.cache, data: {com.zr.mailmonitor.service.MailService=empty://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&category=configurators&check=false&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=14544&side=provider&timestamp=1703425770837}, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.581|INFO |monitor-mailservice|3932||o.a.c.f.i.CuratorFrameworkImpl|235 |Starting
2023-12-24 21:59:13.585|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:zookeeper.version=3.4.8--1, built on 02/06/2016 03:18 GMT
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:host.name=American-DESKTOP
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.version=1.8.0_192
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.vendor=Oracle Corporation
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.home=C:\Program Files\Java\jdk1.8.0_192\jre
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.class.path=C:\Program Files\Java\jdk1.8.0_192\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\rt.jar;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-mailservice-provider\target\classes;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-mail\2.1.1.RELEASE\spring-boot-starter-mail-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter\2.1.1.RELEASE\spring-boot-starter-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot\2.1.1.RELEASE\spring-boot-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-autoconfigure\2.1.1.RELEASE\spring-boot-autoconfigure-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-logging\2.1.1.RELEASE\spring-boot-starter-logging-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\ch\qos\logback\logback-classic\1.2.3\logback-classic-1.2.3.jar;C:\Users\Kane\.m2\repository\ch\qos\logback\logback-core\1.2.3\logback-core-1.2.3.jar;C:\Users\Kane\.m2\repository\org\apache\logging\log4j\log4j-to-slf4j\2.11.1\log4j-to-slf4j-2.11.1.jar;C:\Users\Kane\.m2\repository\org\apache\logging\log4j\log4j-api\2.11.1\log4j-api-2.11.1.jar;C:\Users\Kane\.m2\repository\org\slf4j\jul-to-slf4j\1.7.25\jul-to-slf4j-1.7.25.jar;C:\Users\Kane\.m2\repository\javax\annotation\javax.annotation-api\1.3.2\javax.annotation-api-1.3.2.jar;C:\Users\Kane\.m2\repository\org\yaml\snakeyaml\1.23\snakeyaml-1.23.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-context-support\5.1.3.RELEASE\spring-context-support-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-beans\5.1.3.RELEASE\spring-beans-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-context\5.1.3.RELEASE\spring-context-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\com\sun\mail\javax.mail\1.6.2\javax.mail-1.6.2.jar;C:\Users\Kane\.m2\repository\javax\activation\activation\1.1\activation-1.1.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-web\2.1.1.RELEASE\spring-boot-starter-web-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-json\2.1.1.RELEASE\spring-boot-starter-json-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.9.7\jackson-databind-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-annotations\2.9.0\jackson-annotations-2.9.0.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-core\2.9.7\jackson-core-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jdk8\2.9.7\jackson-datatype-jdk8-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jsr310\2.9.7\jackson-datatype-jsr310-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\module\jackson-module-parameter-names\2.9.7\jackson-module-parameter-names-2.9.7.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-tomcat\2.1.1.RELEASE\spring-boot-starter-tomcat-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.13\tomcat-embed-core-9.0.13.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-el\9.0.13\tomcat-embed-el-9.0.13.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-websocket\9.0.13\tomcat-embed-websocket-9.0.13.jar;C:\Users\Kane\.m2\repository\org\hibernate\validator\hibernate-validator\6.0.13.Final\hibernate-validator-6.0.13.Final.jar;C:\Users\Kane\.m2\repository\javax\validation\validation-api\2.0.1.Final\validation-api-2.0.1.Final.jar;C:\Users\Kane\.m2\repository\org\jboss\logging\jboss-logging\3.3.2.Final\jboss-logging-3.3.2.Final.jar;C:\Users\Kane\.m2\repository\com\fasterxml\classmate\1.4.0\classmate-1.4.0.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-web\5.1.3.RELEASE\spring-web-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-webmvc\5.1.3.RELEASE\spring-webmvc-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-aop\5.1.3.RELEASE\spring-aop-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-expression\5.1.3.RELEASE\spring-expression-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\projectlombok\lombok\1.18.4\lombok-1.18.4.jar;C:\Users\Kane\.m2\repository\commons-fileupload\commons-fileupload\1.4\commons-fileupload-1.4.jar;C:\Users\Kane\.m2\repository\commons-io\commons-io\2.2\commons-io-2.2.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-core\5.1.3.RELEASE\spring-core-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-jcl\5.1.3.RELEASE\spring-jcl-5.1.3.RELEASE.jar;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-mailservice\target\classes;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-service\target\classes;C:\Users\Kane\.m2\repository\com\alibaba\boot\dubbo-spring-boot-starter\0.2.0\dubbo-spring-boot-starter-0.2.0.jar;C:\Users\Kane\.m2\repository\com\alibaba\dubbo\2.6.2\dubbo-2.6.2.jar;C:\Users\Kane\.m2\repository\org\javassist\javassist\3.20.0-GA\javassist-3.20.0-GA.jar;C:\Users\Kane\.m2\repository\org\jboss\netty\netty\3.2.5.Final\netty-3.2.5.Final.jar;C:\Users\Kane\.m2\repository\org\apache\curator\curator-framework\2.12.0\curator-framework-2.12.0.jar;C:\Users\Kane\.m2\repository\org\apache\curator\curator-client\2.12.0\curator-client-2.12.0.jar;C:\Users\Kane\.m2\repository\com\google\guava\guava\16.0.1\guava-16.0.1.jar;C:\Users\Kane\.m2\repository\com\alibaba\boot\dubbo-spring-boot-autoconfigure\0.2.0\dubbo-spring-boot-autoconfigure-0.2.0.jar;C:\Users\Kane\.m2\repository\org\apache\zookeeper\zookeeper\3.4.8\zookeeper-3.4.8.jar;C:\Users\Kane\.m2\repository\org\slf4j\slf4j-api\1.7.25\slf4j-api-1.7.25.jar;C:\Users\Kane\.m2\repository\jline\jline\0.9.94\jline-0.9.94.jar;C:\Users\Kane\.m2\repository\io\netty\netty\3.7.0.Final\netty-3.7.0.Final.jar;C:\Users\Kane\.m2\repository\org\apache\skywalking\apm-toolkit-trace\9.0.0\apm-toolkit-trace-9.0.0.jar;C:\Users\Kane\.m2\repository\org\apache\skywalking\apm-toolkit-logback-1.x\9.0.0\apm-toolkit-logback-1.x-9.0.0.jar;C:\Users\Kane\.m2\repository\com\101tec\zkclient\0.10\zkclient-0.10.jar;C:\Users\Kane\Desktop\SWU\env\apache-skywalking-apm-bin\agent\skywalking-agent.jar;C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\lib\idea_rt.jar
2023-12-24 21:59:13.586|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.library.path=C:\Program Files\Java\jdk1.8.0_192\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\VMware\VMware Workstation\bin\;C:\Rtools\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\nodejs\;C:\Program Files\Git\cmd;C:\Program Files\Java\jdk1.8.0_192\bin;C:\Program Files (x86)\Maven\apache-maven-3.9.3\bin;C:\Program Files\apache-tomcat-8.5.81\bin;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\Kane\AppData\Local\Microsoft\WindowsApps;C:\Program Files\JetBrains\PyCharm 2022.3.3\bin;;C:\Users\Kane\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\bin;;C:\Program Files\JetBrains\CLion 2023.1.1\bin;;C:\Users\Kane\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\WebStorm 2023.1.4\bin;;.
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.io.tmpdir=C:\Users\Kane\AppData\Local\Temp\
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:java.compiler=<NA>
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:os.name=Windows 10
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:os.arch=amd64
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:os.version=10.0
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:user.name=Kane
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:user.home=C:\Users\Kane
2023-12-24 21:59:13.587|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |100 |Client environment:user.dir=C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem
2023-12-24 21:59:13.589|INFO |monitor-mailservice|3932||o.a.z.ZooKeeper          |438 |Initiating client connection, connectString=127.0.0.1:2181 sessionTimeout=60000 watcher=org.apache.curator.ConnectionState@4bbabec8
2023-12-24 21:59:13.620|INFO |monitor-mailservice|3932||o.a.z.ClientCnxn         |1032|Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2023-12-24 21:59:13.621|INFO |monitor-mailservice|3932||o.a.z.ClientCnxn         |876 |Socket connection established to 127.0.0.1/127.0.0.1:2181, initiating session
2023-12-24 21:59:13.624|INFO |monitor-mailservice|3932||c.a.d.r.z.ZookeeperRegistry|273 | [DUBBO] Register: dubbo://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.631|INFO |monitor-mailservice|3932||o.a.z.ClientCnxn         |1299|Session establishment complete on server 127.0.0.1/127.0.0.1:2181, sessionid = 0x10005226a180009, negotiated timeout = 40000
2023-12-24 21:59:13.644|INFO |monitor-mailservice|3932||o.a.c.f.s.ConnectionStateManager|228 |State change: CONNECTED
2023-12-24 21:59:13.672|INFO |monitor-mailservice|3932||c.a.d.r.z.ZookeeperRegistry|298 | [DUBBO] Subscribe: provider://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&category=configurators&check=false&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323, dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.688|INFO |monitor-mailservice|3932||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url provider://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&category=configurators&check=false&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323, urls: [empty://10.85.1.32:20883/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&category=configurators&check=false&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=3932&side=provider&timestamp=1703426353323], dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 21:59:13.706|INFO |monitor-mailservice|3932||o.a.c.h.Http11NioProtocol|173 |Starting ProtocolHandler ["http-nio-9004"]
2023-12-24 21:59:13.707|INFO |monitor-mailservice|3932||o.a.t.u.n.NioSelectorPool|173 |Using a shared selector for servlet write/read
2023-12-24 21:59:13.722|INFO |monitor-mailservice|3932||o.s.b.w.e.t.TomcatWebServer|204 |Tomcat started on port(s): 9004 (http) with context path ''
2023-12-24 21:59:13.726|INFO |monitor-mailservice|3932||c.z.m.MailMainApplication|59  |Started MailMainApplication in 3.796 seconds (JVM running for 8.196)
2023-12-24 22:41:12.034|INFO |monitor-mailservice|3932||c.a.d.c.AbstractConfig   |81  | [DUBBO] Run shutdown hook now., dubbo version: 2.6.2, current host: 10.85.1.32
2023-12-24 22:41:12.035|INFO |monitor-mailservice|3932||c.a.d.r.s.AbstractRegistryFactory|64  | [DUBBO] Close all registries [zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-mailservice-provider&dubbo=2.6.2&interface=com.alibaba.dubbo.registry.RegistryService&pid=3932&timestamp=1703426353318], dubbo version: 2.6.2, current host: 10.85.1.32
